Dataset/door_e_indoor/7e878f2e65829ea4f4e8ba693216b372.jpg,indoors,door,indoors
Dataset/door_e_indoor/EXTERNAL-DOORS.jpg,indoors,door,indoors
Dataset/door_e_indoor/chris-barr-workplace-interruptions.JPG,indoors,indoors,indoors
Dataset/door_e_indoor/installed-2-panel-arch-top-plank-cashal-craftmaster-interior-prehung-primed-molded-doors-for-builders-in-chicago-6-8_490x578_0.jpg,indoors,door,indoors
Dataset/door_e_indoor/IMG_4825.jpg,indoors,indoors,door
Dataset/door_e_indoor/fd45f5ebc5ec029dd3f05f757a0bb290.jpg,door,door,door
Dataset/door_e_indoor/images (6).jpg,indoors,door,indoors
Dataset/door_e_indoor/house-interior-solid-wood-doors.jpg,indoors,door,door
Dataset/door_e_indoor/1fdb5b8f0259c5a2f99283f132b1ef51.jpg,door,door,indoors
Dataset/door_e_indoor/dae7c9971bee5604a304c8e02a4bad1e.jpg,door,door,door
Dataset/door_e_indoor/723610c378e07bf525e881905f569404.jpg,indoors,door,indoors
Dataset/door_e_indoor/2074470332_80d400ae34.jpg,indoors,door,indoors
Dataset/door_e_indoor/8e89429ea17a4ee5de040604c2cd3ae2.jpg,indoors,door,indoors
Dataset/door_e_indoor/R3027_205912_00_PP_300Wx300H.jpg,indoors,door,indoors
Dataset/door_e_indoor/3154843189_1395247518.jpg,indoors,door,door
Dataset/door_e_indoor/e83e456e03bd26db0f1a3c44e685c05c.jpg,indoors,door,indoors
Dataset/door_e_indoor/interior-doors.jpg,door,indoors,door
Dataset/door_e_indoor/Poplar3TM_bedroom_beauty.jpg,door,door,door
Dataset/door_e_indoor/2-Panel-Square-Carrara.jpg,door,door,door
Dataset/door_e_indoor/8f531000c71c901b9a92815178d04bb1.jpg,indoors,indoors,indoors
Dataset/door_e_indoor/Storage.jpg,indoors,indoors,indoors
Dataset/door_e_indoor/Molded-interior-Doors.png,indoors,door,door
Dataset/door_e_indoor/3154843410_1396036384.jpg,indoors,door,indoors
Dataset/door_e_indoor/2242316844d00eaeb5c377b9542a8e4d.jpg,indoors,indoors,door
Dataset/door_e_indoor/wonderful-modern-entryway-light-fixtures-using-contemporary-chandeliers-over-patterned-area-rugs-alongside-black-wooden-console-table-and-striped-armchair-slipcover-lighting-600x764.jpg,indoors,indoors,door
Dataset/door_e_indoor/Luxurius-Wood-Door-White-Trim-56-For-Your-Small-Home-Remodel-Ideas-with-Wood-Door-White-Trim.jpg,indoors,door,door
Dataset/door_e_indoor/c8dbce02d6a9805138c7590edafb9354.jpg,indoors,door,indoors
Dataset/door_e_indoor/0b1499b98e16d6b221ec8e0236ce91d2.jpg,indoors,door,door
Dataset/door_e_indoor/home-decor-2013-lovely-ikea-bedroom-design-ideas-ikea-rooms-ideas.jpg,indoors,indoors,indoors
Dataset/door_e_indoor/Craftwood-Products-Interior-Doors-Molded-Interior-Doors-Capri-2-Panel-2.png,indoors,door,indoors
Dataset/door_e_indoor/svetlye-dveri-v-interiere.jpg,indoors,door,indoors
Dataset/door_e_indoor/KDB_8571.jpg,door,door,indoors
Dataset/door_e_indoor/8cb8550cfe5b8a2fce94d6d8d0bdf40e.jpg,indoors,door,indoors
Dataset/door_e_indoor/c1f8ec71f090670c6992d43949741da9.jpg,indoors,door,indoors
Dataset/door_e_indoor/9a21c3170703fc30_8676-w500-h666-b0-p0--modern-hall.jpg,indoors,door,indoors
Dataset/door_e_indoor/1e74676836c594173833637add961792.jpg,indoors,indoors,indoors
Dataset/door_e_indoor/95e5de_4753905d3bb34473a06b6df02eae1b12.jpg_srz_967_403_85_22_0.50_1.20_0.jpg,indoors,door,indoors
Dataset/door_e_indoor/riyadh-by-stylform-white-bedroom-furniture-set-with-crystals.jpeg,indoors,indoors,indoors
Dataset/door_e_indoor/Exciting-black-interior-doors-and-clear-glass-screen-in-entrance-completed-with-white-sills.jpg,door,door,door
Dataset/door_e_indoor/IMG_8366.JPG,indoors,door,door
Dataset/door_e_indoor/84002114_8def5d4310.jpg,indoors,door,indoors
Dataset/door_e_indoor/country-mansion-trompe-l-oeil.jpg,indoors,door,indoors
